year,state,district,dem,rep,other
1974,Iowa,3,74895,77468,8
1974,Iowa,4,96755,53756,918
1974,Iowa,5,81146,77683,6
1974,Iowa,6,86315,71695,2
1974,Kansas,1,57326,101565,14977
1974,Kansas,2,84864,67650,1725
1974,Kansas,3,49976,89694,2980
1974,Kansas,4,61210,70401,12520
1974,Kansas,5,72024,88646,0
1974,Kentucky,1,70723,16937,2805
1974,Kentucky,2,56502,18312,2586
1974,Kentucky,3,75571,28813,4091
1974,Kentucky,4,59539,63845,0
1974,Kentucky,5,28706,66709,2467
1974,Kentucky,6,63010,21039,3367
1974,Kentucky,7,71221,22982,0
1974,Louisiana,1,48452,0,0
1974,Louisiana,1,48452,0,0
1974,Louisiana,2,53802,9632,2322
1974,Louisiana,2,53802,9632,2322
1974,Louisiana,3,39412,55574,0
1974,Louisiana,3,39412,55574,0
1974,Louisiana,4,47371,0,0
1974,Louisiana,4,47371,0,0
1974,Louisiana,5,43068,0,0
1974,Louisiana,5,43068,0,0
1974,Louisiana,6,63366,74802,0
1974,Louisiana,6,63366,74802,0
1974,Louisiana,7,59406,0,7131
1974,Louisiana,7,59406,0,7131
1974,Louisiana,8,41704,0,0
1974,Louisiana,8,41704,0,0
1974,Maine,1,93524,94203,0
1974,Maine,2,47399,118154,0
1974,Maryland,1,52853,59570,0
1974,Maryland,2,103222,30639,0
1974,Maryland,3,93218,17967,0
1974,Maryland,4,44059,61208,0
1974,Maryland,5,45211,40805,0
1974,Maryland,6,90882,32416,0
1974,Maryland,7,43252,0,0
1974,Maryland,8,54112,104675,0
1974,Massachusetts,1,43524,107285,7
1974,Massachusetts,2,105763,0,30
1974,Massachusetts,3,78244,60717,19159
1974,Massachusetts,4,77286,21922,52788
1974,Massachusetts,5,99518,64596,3
1974,Massachusetts,6,119278,0,23
1974,Massachusetts,7,122165,0,30962
1974,Massachusetts,8,107042,0,14803
1974,Massachusetts,9,94804,0,11354
1974,Massachusetts,10,55871,99993,4
1974,Massachusetts,11,125978,0,13
1974,Massachusetts,12,138779,46787,3
1974,Michigan,1,97620,9358,595
1974,Michigan,2,62755,72245,3160
1974,Michigan,3,65212,70157,1770
1974,Michigan,4,55469,64731,1725
1974,Michigan,5,80778,66659,6038
1974,Michigan,6,73956,73309,2721
1974,Michigan,7,81014,41603,2512
1974,Michigan,8,77795,61578,2481
1974,Michigan,9,65235,87551,2025
1974,Michigan,10,67467,78897,573
1974,Michigan,11,79793,83293,450
1974,Michigan,12,89822,34293,300
1974,Michigan,13,63246,8036,1121
1974,Michigan,14,93973,35723,2229
1974,Michigan,15,86601,23028,1281
1974,Michigan,16,95834,25248,2202
1974,Michigan,17,94242,39856,1576
1974,Michigan,18,83523,57133,1576
1974,Michigan,19,50924,86846,282
1974,Minnesota,1,56868,95138,5
1974,Minnesota,2,77780,88071,69
1974,Minnesota,3,54630,83325,0
1974,Minnesota,4,95437,30083,9
1974,Minnesota,5,90012,30146,1887
1974,Minnesota,6,96465,77797,1
1974,Minnesota,7,129207,43054,5
1974,Minnesota,8,104740,44298,19975
1974,Mississippi,1,39158,0,5250
1974,Mississippi,2,37909,15876,3573
1974,Mississippi,3,43020,0,0
1974,Mississippi,4,25699,62634,868
1974,Mississippi,5,10333,52489,9100
1974,Missouri,1,61933,28707,0
1974,Missouri,2,85977,55026,0
1974,Missouri,3,96201,31489,1851
1974,Missouri,4,82447,39055,0
1974,Missouri,5,57081,24669,855
1974,Missouri,6,101609,27147,0
1974,Missouri,7,72653,79787,0
1974,Missouri,8,86595,37369,0
1974,Missouri,9,87546,44318,0
1974,Missouri,10,77677,29050,0
1974,Montana,1,74304,61309,0
1974,Montana,2,74680,43853,0
1974,Nebraska,1,72099,82353,2
1974,Nebraska,2,59142,72731,52
1974,Nebraska,3,80255,80992,65
1974,Nevada,1,93665,61182,13119
1974,New Hampshire,1,58388,53610,6
1974,New Hampshire,2,38463,69068,7
1974,New Jersey,1,80768,54069,5631
1974,New Jersey,2,109763,79064,2693
1974,New Jersey,3,105979,45932,1995
1974,New Jersey,4,82195,40797,0
1974,New Jersey,5,66380,81498,4880
1974,New Jersey,6,70353,81190,3169
1974,New Jersey,7,79808,71377,9520
1974,New Jersey,8,83724,27839,1764
1974,New Jersey,9,99592,50859,3911
1974,New Jersey,10,53094,9936,2508
1974,New Jersey,11,98957,42036,1922
1974,New Jersey,12,46246,92829,3768
1974,New Jersey,13,86043,64166,0
1974,New Jersey,14,85438,17231,4266
1974,New Jersey,15,92593,35875,1899
1974,New Mexico,1,71968,106268,3098
1974,New Mexico,2,90127,43045,1866
1974,New York,1,101130,44513,10038
1974,New York,2,58289,53344,7818
1974,New York,3,76383,67986,3191
1974,New York,4,73822,85382,0
1974,New York,5,77356,91677,0
1974,New York,6,101237,50528,0
1974,New York,7,83972,0,0
1974,New York,8,90200,23980,0
1974,New York,9,92231,0,6924
1974,New York,10,75375,0,16047
1974,New York,11,62388,12297,11666
1974,New York,12,26446,4577,1956
1974,New York,13,91008,20229,0
1974,New York,14,33195,5360,7996
1974,New York,15,53733,34814,3375
1974,New York,16,74010,19806,0
1974,New York,17,63805,28269,18430
1974,New York,18,91985,22560,5358
1974,New York,19,63146,0,2039
1974,New York,20,76074,15053,5511
1974,New York,21,28025,0,959
1974,New York,22,77157,8142,5333
1974,New York,23,59108,80361,0
1974,New York,24,82542,60180,0
1974,New York,25,53357,103799,1881
1974,New York,26,58161,81562,11345
1974,New York,27,83562,68273,6526
1974,New York,28,156439,33493,4050
1974,New York,29,100324,83768,0
1974,New York,30,63893,78117,0
1974,New York,31,59639,94319,4281
1974,New York,32,88660,61379,0
1974,New York,33,45043,97380,6668
1974,New York,34,45408,105585,5372
1974,New York,35,63012,90269,5777
1974,New York,36,90498,61442,0
1974,New York,37,84064,27531,521
1974,New York,38,48929,126687,0
1974,New York,39,53866,87321,3832
1974,North Carolina,1,55323,16097,0
1974,North Carolina,2,52786,0,0
1974,North Carolina,3,50931,0,0
1974,North Carolina,4,62600,33521,670
1974,North Carolina,5,64634,59182,425
1974,North Carolina,6,56507,31906,351
1974,North Carolina,7,49780,0,0
1974,North Carolina,8,61591,46500,0
1974,North Carolina,9,41387,51032,1458
1974,North Carolina,10,53131,63382,0
1974,North Carolina,11,89163,45983,0
1974,North Dakota,1,103504,130184,0
1974,Ohio,1,67685,70284,22
1974,Ohio,2,62530,71512,0
1974,Ohio,3,0,82159,0
1974,Ohio,4,51065,81674,0
1974,Ohio,5,53391,89161,0
1974,Ohio,6,42316,93400,0
1974,Ohio,7,34828,73503,13088
1974,Ohio,8,45701,51097,23617
1974,Ohio,9,64831,57892,52
1974,Ohio,10,42333,100521,0
1974,Ohio,11,52017,79756,84
1974,Ohio,12,70818,73303,0
1974,Ohio,13,53766,72881,0
1974,Ohio,14,93931,30603,0
1974,Ohio,15,49683,79376,0
1974,Ohio,16,48754,92986,0
1974,Ohio,17,63342,70708,3
1974,Ohio,18,90447,47385,0
1974,Ohio,19,97709,36649,0
1974,Ohio,20,86405,12991,0
1974,Ohio,21,58969,12986,0
1974,Ohio,22,112671,30585,0
1974,Ohio,23,53338,46810,0
1974,Oklahoma,1,88159,41697,0
1974,Oklahoma,2,78046,54110,0
1974,Oklahoma,3,0,0,0
1974,Oklahoma,4,0,0,0
1974,Oklahoma,5,52107,48705,0
1974,Oklahoma,6,76392,63731,3365
1974,Oregon,1,114629,89848,115
1974,Oregon,2,140963,39441,45
1974,Oregon,3,129290,54080,167
1974,Oregon,4,97580,86950,87
1974,Pennsylvania,1,96988,29772,1141
1974,Pennsylvania,2,75033,26353,0
1974,Pennsylvania,3,84675,27692,0
1974,Pennsylvania,4,123952,50688,0
1974,Pennsylvania,5,56626,83526,0
1974,Pennsylvania,6,111127,35805,2020
1974,Pennsylvania,7,89680,70894,1721
1974,Pennsylvania,8,54815,75313,3763
1974,Pennsylvania,9,56844,73881,0
1974,Pennsylvania,10,54401,100793,0
1974,Pennsylvania,11,111572,38106,0
1974,Pennsylvania,12,89193,64416,10
1974,Pennsylvania,13,59433,98985,0
1974,Pennsylvania,14,93169,27116,47
1974,Pennsylvania,15,85905,0,0
1974,Pennsylvania,16,40273,73130,1765
1974,Pennsylvania,17,64576,70274,0
1974,Pennsylvania,18,41706,107723,42
1974,Pennsylvania,19,61414,66417,1327
1974,Pennsylvania,20,112237,25129,27
1974,Pennsylvania,21,88701,38111,10
1974,Pennsylvania,22,83654,41706,6268
1974,Pennsylvania,23,60211,67192,0
1974,Pennsylvania,24,76920,54277,0
1974,Pennsylvania,25,64049,74645,0
1974,Rhode Island,1,105288,39096,0
1974,Rhode Island,2,124759,34728,0
1974,South Carolina,1,63111,22450,1216
1974,South Carolina,2,45205,58936,950
1974,South Carolina,3,55120,34046,0
1974,South Carolina,4,45070,26185,0
1974,South Carolina,5,47614,29294,637
1974,South Carolina,6,45396,41982,0
1974,South Dakota,1,63339,78266,0
1974,South Dakota,2,42119,88746,0
1974,Tennessee,1,42523,76394,0
1974,Tennessee,2,35920,87419,0
1974,Tennessee,3,61926,55580,3692
1974,Tennessee,4,94847,0,71
1974,Tennessee,5,88206,0,144
1974,Tennessee,6,53345,10908,3
1974,Tennessee,7,18524,70363,0
1974,Tennessee,8,67925,67181,0
1974,Texas,1,49426,22619,5
1974,Texas,2,57096,0,36
1974,Texas,3,34623,63489,18
1974,Texas,4,48209,16113,7
1974,Texas,5,26190,28446,1
1974,Texas,6,53345,10908,3
1974,Texas,7,18524,70363,0
1974,Texas,8,30158,11605,0
1974,Texas,9,37275,22935,0
1974,Texas,10,76240,18560,14
1974,Texas,11,46828,9883,700
1974,Texas,12,42632,11543,0
1974,Texas,13,53094,39087,1
1974,Texas,14,41066,0,10
1974,Texas,15,42567,0,1
1974,Texas,16,42880,0,17
1974,Texas,17,64959,0,10
1974,Texas,18,36597,6053,518
1974,Texas,19,49619,0,15
1974,Texas,20,39358,0,0
1974,Texas,21,53543,45959,2259
1974,Texas,22,47753,19483,1452
1974,Texas,23,47249,0,8
1974,Texas,24,36085,9698,1654
1974,Utah,1,124793,62807,11664
1974,Utah,2,105739,100259,7700
1974,Vermont,1,56342,74561,9996
1974,Virginia,1,58338,0,136
1974,Virginia,2,32923,49369,7
1974,Virginia,3,64627,0,8369
1974,Virginia,4,36489,48032,17227
1974,Virginia,5,52459,0,292
1974,Virginia,6,27350,45805,28308
1974,Virginia,7,48611,54267,222
1974,Virginia,8,53074,38997,11
1974,Virginia,9,65783,68183,3
1974,Virginia,10,67184,56649,1471
1974,Washington,1,44655,108391,2975
1974,Washington,2,81565,53157,1822
1974,Washington,3,93980,58774,1516
1974,Washington,4,84949,59249,0
1974,Washington,5,87959,48739,0
1974,Washington,6,95354,37400,0
1974,Washington,7,85593,34847,0
1974,West Virginia,1,72457,48966,0
1974,West Virginia,2,73683,40779,0
1974,West Virginia,3,77586,35623,0
1974,West Virginia,4,66420,0,0
1974,Wisconsin,1,81902,34288,1
1974,Wisconsin,2,93561,50890,2
1974,Wisconsin,3,76668,71171,2189
1974,Wisconsin,4,84768,27818,4409
1974,Wisconsin,5,65060,16293,8
1974,Wisconsin,6,51571,88652,7437
1974,Wisconsin,7,104468,43558,146
1974,Wisconsin,8,79923,66889,28
1974,Wisconsin,9,66071,77733,3067
1974,Wyoming,1,69434,57499,0
1976,Alabama,1,58906,98257,7
1976,Alabama,2,66288,90069,5
1976,Alabama,3,106935,0,1113
1976,Alabama,4,141490,34531,1
1976,Alabama,5,113553,0,7
1976,Alabama,6,69384,92113,1021
1976,Alabama,7,110496,0,5
1976,Alaska,1,34194,83722,292
1976,Arizona,1,68404,96397,3318
1976,Arizona,2,106054,71765,4309
1976,Arizona,3,88854,79162,19149
1976,Arizona,4,92435,93154,6001
1976,Arkansas,1,116217,52565,0
1976,Arkansas,2,144780,22819,8
1976,Arkansas,3,0,0,0
1976,Arkansas,4,0,0,0
1976,California,1,160477,56539,0
1976,California,2,88829,121290,6444
1976,California,3,139779,52075,0
1976,California,4,75844,75193,11331
1976,California,5,103746,64008,0
1976,California,6,86493,35359,9064
1976,California,7,147064,45863,3889
1976,California,8,122342,68374,6296
1976,California,9,116398,44607,3386
1976,California,10,111992,38088,5363
1976,California,11,107618,62435,6141
1976,California,12,61526,130332,4999
1976,California,13,135291,63130,4190
1976,California,14,123285,46674,0
1976,California,15,92735,35700,0
1976,California,16,104545,91160,0
1976,California,17,103898,54270,0
1976,California,18,56683,101658,0
1976,California,19,68722,124201,0
1976,California,20,71193,146158,0
1976,California,21,101837,44094,7178
1976,California,22,68543,114769,0
1976,California,23,130619,86434,0
1976,California,24,108296,51478,0
1976,California,25,57966,17737,4922
1976,California,26,59093,112619,0
1976,California,27,94988,114623,0
1976,California,28,114612,28303,0
1976,California,29,82515,10852,3235
1976,California,30,82767,28503,0
1976,California,31,83155,0,0
1976,California,32,92034,35394,0
1976,California,33,77807,95398,0
1976,California,34,100988,98147,56
1976,California,35,87472,76765,0
1976,California,36,90830,49368,7358
1976,California,37,49021,133634,5352
1976,California,38,103317,59092,0
1976,California,39,86745,122657,0
1976,California,40,102132,148512,0
1976,California,41,94590,128784,0
1976,California,42,103062,32565,0
1976,California,43,93475,173576,0
1976,Colorado,1,103037,89384,1189
1976,Colorado,2,121336,118936,0
1976,Colorado,3,89308,82269,3607
1976,Colorado,4,78355,119408,24565
1976,Colorado,5,64067,126784,0
1976,Connecticut,1,128479,94106,2491
1976,Connecticut,2,142684,74743,1881
1976,Connecticut,3,121623,96714,4306
1976,Connecticut,4,76722,126314,4022
1976,Connecticut,5,77308,157009,1770
1976,Connecticut,6,134914,102364,1022
1976,Delaware,1,102431,110677,1691
1976,Florida,1,0,0,0
1976,Florida,2,0,0,0
1976,Florida,3,0,0,0
1976,Florida,4,0,0,0
1976,Florida,5,96260,138371,0
1976,Florida,6,80821,151371,26
1976,Florida,7,102739,53599,0
1976,Florida,8,103360,74794,0
1976,Florida,9,36630,130509,0
1976,Florida,10,83413,164273,0
1976,Florida,11,199031,0,19406
1976,Florida,12,91749,107268,59
1976,Florida,13,127822,35357,0
1976,Florida,14,82665,30774,0
1976,Florida,15,121292,50941,0
1976,Georgia,1,73826,0,62
1976,Georgia,2,95807,0,219
1976,Georgia,3,93174,11829,1
1976,Georgia,4,110261,51140,11
1976,Georgia,5,96056,47998,9
1976,Georgia,6,77532,72400,12
1976,Georgia,7,84587,68947,20
1976,Georgia,8,91351,39623,4
1976,Georgia,9,113245,29954,158
1976,Georgia,10,94782,0,82
1976,Hawaii,1,60050,53745,23807
1976,Hawaii,2,124116,23917,8066
1976,Idaho,1,79662,95833,0
1976,Idaho,2,82237,84175,0
1976,Illinois,1,126632,10147,414
1976,Illinois,2,127297,23037,1
1976,Illinois,3,115591,79434,1340
1976,Illinois,4,64924,124847,1
1976,Illinois,5,119336,35756,0
1976,Illinois,6,69359,106667,1
1976,Illinois,7,88239,15854,1
1976,Illinois,8,105595,25512,0
1976,Illinois,9,121915,47054,14
1976,Illinois,10,106804,106603,7
1976,Illinois,11,135755,65680,5
1976,Illinois,12,49777,151899,4763
1976,Illinois,13,56644,109726,10
1976,Illinois,14,60505,176076,7
1976,Illinois,15,87676,102555,0
1976,Illinois,16,54002,114324,2
1976,Illinois,17,81220,113145,0
1976,Illinois,18,79102,108028,0
1976,Illinois,19,60967,132571,1
1976,Illinois,20,78634,137223,0
1976,Illinois,21,46996,137037,2
1976,Illinois,22,129187,81102,0
1976,Illinois,23,128113,34825,0
1976,Illinois,24,152344,73766,0
1976,Indiana,1,121155,48756,0
1976,Indiana,2,117617,95505,1673
1976,Indiana,3,101777,77094,0
1976,Indiana,4,88361,107762,2060
1976,Indiana,5,78807,127194,0
1976,Indiana,6,105773,86854,0
1976,Indiana,7,77355,130005,0
1976,Indiana,8,109013,107013,0
1976,Indiana,9,136056,0,0
1976,Indiana,10,114559,76890,0
1976,Indiana,11,115895,74829,1135
1976,Iowa,1,101024,109694,486
1976,Iowa,2,102980,100344,1232
1976,Iowa,3,90981,117957,5
1976,Iowa,4,145343,65013,8
1976,Iowa,5,135600,71377,2085
1976,Iowa,6,133507,62292,2213
1976,Kansas,1,52459,142311,2
1976,Kansas,2,88645,82946,3270
1976,Kansas,3,52110,123578,4177
1976,Kansas,4,90067,86832,2269
1976,Kansas,5,65340,109573,5712
1976,Kentucky,1,118886,26089,10
1976,Kentucky,2,79016,51900,4
1976,Kentucky,3,80496,58019,2229
1976,Kentucky,4,77009,97493,0
1976,Kentucky,5,49128,100204,1141
1976,Kentucky,6,90695,0,5798
1976,Kentucky,7,110450,40381,0
1976,Louisiana,1,61652,56679,0
1976,Louisiana,1,61652,56679,0
1976,Louisiana,2,85923,0,6904
1976,Louisiana,2,85923,0,6904
1976,Louisiana,3,39728,109135,0
1976,Louisiana,3,39728,109135,0
1976,Louisiana,4,76406,0,0
1976,Louisiana,4,76406,0,0
1976,Louisiana,5,83696,75574,0
1976,Louisiana,5,83696,75574,0
1976,Louisiana,6,53212,99780,0
1976,Louisiana,6,53212,99780,0
1976,Louisiana,7,117196,23414,0
1976,Louisiana,7,117196,23414,0
1976,Louisiana,8,106285,0,6526
1976,Louisiana,8,106285,0,6526
1976,Maine,1,108105,145523,15
1976,Maine,2,43150,169292,7128
1976,Maryland,1,72993,85919,0
1976,Maryland,2,139196,35258,21849
1976,Maryland,3,107014,36447,0
1976,Maryland,4,69855,95158,0
1976,Maryland,5,77836,57057,0
1976,Maryland,6,126801,52203,0
1976,Maryland,7,94991,0,5642
1976,Maryland,8,100343,111274,26035
1976,Massachusetts,1,78181,137652,37
1976,Massachusetts,2,134408,41563,9784
1976,Massachusetts,3,168520,0,48
1976,Massachusetts,4,109268,100562,5
1976,Massachusetts,5,144217,70036,10
1976,Massachusetts,6,121562,91655,8596
1976,Massachusetts,7,162126,37063,11620
1976,Massachusetts,8,133131,33437,12282
1976,Massachusetts,9,103901,34547,10923
1976,Massachusetts,10,0,176604,87
1976,Massachusetts,11,131789,0,59266
1976,Massachusetts,12,222418,0,86
1976,Michigan,1,126161,8927,1497
1976,Michigan,2,95053,95397,1296
1976,Michigan,3,95261,99231,1671
1976,Michigan,4,69655,107881,2210
1976,Michigan,5,94973,109589,890
1976,Michigan,6,108909,96008,1597
1976,Michigan,7,124260,50301,3021
1976,Michigan,8,110127,75323,1182
1976,Michigan,9,61641,146712,1351
1976,Michigan,10,89980,118726,1485
1976,Michigan,11,97325,118871,921
1976,Michigan,12,94815,85326,736
1976,Michigan,13,83387,9002,1301
1976,Michigan,14,107503,52995,1170
1976,Michigan,15,117313,39177,2063
1976,Michigan,16,121682,36378,2291
1976,Michigan,17,112746,60476,2252
1976,Michigan,18,123113,60995,2088
1976,Michigan,19,64337,131799,1513
1976,Minnesota,1,70630,158177,2973
1976,Minnesota,2,97488,148322,6
1976,Minnesota,3,72044,149013,4402
1976,Minnesota,4,133282,59767,7586
1976,Minnesota,5,138213,50764,6619
1976,Minnesota,6,147507,99201,2
1976,Minnesota,7,174080,64333,3251
1976,Minnesota,8,206755,0,89
1976,Mississippi,1,93687,0,0
1976,Mississippi,2,75092,42601,1480
1976,Mississippi,3,129088,8321,0
1976,Mississippi,4,28737,101132,3122
1976,Mississippi,5,48724,104554,0
1976,Missouri,1,87310,45874,42
1976,Missouri,2,111568,106811,82
1976,Missouri,3,115109,65623,11
1976,Missouri,4,115955,91605,2
1976,Missouri,5,100876,41681,5745
1976,Missouri,6,83755,120969,1983
1976,Missouri,7,81848,133656,11
1976,Missouri,8,132386,60179,4085
1976,Missouri,9,120325,94816,3
1976,Missouri,10,131675,51024,7
1976,Montana,1,111487,56297,0
1976,Montana,2,68972,84149,0
1976,Nebraska,1,53703,146558,11
1976,Nebraska,2,106296,88352,127
1976,Nebraska,3,51012,150720,5033
1976,Nevada,1,153996,24124,21743
1976,New Hampshire,1,107806,48087,2572
1976,New Hampshire,2,65792,100911,6
1976,New Jersey,1,136624,56363,1911
1976,New Jersey,2,141753,87915,0
1976,New Jersey,3,127164,75934,1641
1976,New Jersey,4,113281,54789,2798
1976,New Jersey,5,64598,137803,3705
1976,New Jersey,6,85053,125920,3331
1976,New Jersey,7,120526,92624,0
1976,New Jersey,8,108841,44775,580
1976,New Jersey,9,89723,107454,5167
1976,New Jersey,10,88245,17129,1401
1976,New Jersey,11,129026,59397,2385
1976,New Jersey,12,49189,136973,1120
1976,New Jersey,13,105291,100050,3710
1976,New Jersey,14,73174,66319,7275
1976,New Jersey,15,106170,54487,19179
1976,New Mexico,1,61800,162587,1205
1976,New Mexico,2,123563,52131,19
1976,New York,1,135528,61671,10269
1976,New York,2,91241,67755,906
1976,New York,3,94265,84824,2350
1976,New York,4,83971,106058,0
1976,New York,5,87868,110366,0
1976,New York,6,112422,60567,8958
1976,New York,7,107312,0,6061
1976,New York,8,107295,30191,375
1976,New York,9,109552,0,5643
1976,New York,10,106222,0,9740
1976,New York,11,84770,19203,10485
1976,New York,12,43203,5336,1093
1976,New York,13,110624,21600,0
1976,New York,14,55723,8977,891
1976,New York,15,69242,33641,6604
1976,New York,16,93995,19423,0
1976,New York,17,89126,27734,19055
1976,New York,18,112187,29728,7507
1976,New York,19,91672,0,2809
1976,New York,20,91977,14114,4399
1976,New York,21,41285,0,598
1976,New York,22,92044,11130,3418
1976,New York,23,80424,93006,0
1976,New York,24,99761,81111,2140
1976,New York,25,58216,139434,0
1976,New York,26,60511,120049,3421
1976,New York,27,127048,63626,0
1976,New York,28,170034,44053,1075
1976,New York,29,100663,96476,17083
1976,New York,30,75951,95564,0
1976,New York,31,62032,123143,0
1976,New York,32,101419,81597,2124
1976,New York,33,48855,125163,8737
1976,New York,34,58247,126566,7383
1976,New York,35,67177,120738,0
1976,New York,36,123246,61701,0
1976,New York,37,100042,23660,4249
1976,New York,38,46307,165702,0
1976,New York,39,109986,68018,0
1976,North Carolina,1,98611,29295,2058
1976,North Carolina,2,113368,0,193
1976,North Carolina,3,77193,35089,4
1976,North Carolina,4,92165,59917,18
1976,North Carolina,5,98789,83129,248
1976,North Carolina,6,103851,0,3961
1976,North Carolina,7,95463,21955,1
1976,North Carolina,8,99296,49094,2691
1976,North Carolina,9,70847,82297,652
1976,North Carolina,10,67190,99882,0
1976,North Carolina,11,93857,88752,1812
1976,North Dakota,1,104263,181018,4600
1976,Ohio,1,56995,109789,2732
1976,Ohio,2,88178,83459,0
1976,Ohio,3,33873,100871,10630
1976,Ohio,4,51784,121173,0
1976,Ohio,5,60304,124910,0
1976,Ohio,6,67067,107064,0
1976,Ohio,7,54755,101027,0
1976,Ohio,8,46424,110775,4158
1976,Ohio,9,91040,73919,3010
1976,Ohio,10,57757,127147,0
1976,Ohio,11,47548,120716,0
1976,Ohio,12,89424,90987,15429
1976,Ohio,13,108061,49828,5794
1976,Ohio,14,121652,39917,2619
1976,Ohio,15,57741,109630,0
1976,Ohio,16,55671,116374,2046
1976,Ohio,17,72168,94874,0
1976,Ohio,18,116901,45735,23198
1976,Ohio,19,90386,86162,3347
1976,Ohio,20,98785,0,23191
1976,Ohio,21,91903,12434,5289
1976,Ohio,22,128535,42727,0
1976,Ohio,23,130576,47804,0
1976,Oklahoma,1,100945,84374,1725
1976,Oklahoma,2,102402,87341,0
1976,Oklahoma,3,151271,31732,1562
1976,Oklahoma,4,116425,34170,4762
1976,Oklahoma,5,74752,78651,4361
1976,Oklahoma,6,137498,55953,0
1976,Oregon,1,154844,109140,16
1976,Oregon,2,173313,67431,17
1976,Oregon,3,148503,0,28548
1976,Oregon,4,122475,85943,36434
1976,Pennsylvania,1,117087,40191,1927
1976,Pennsylvania,2,109855,37907,1607
1976,Pennsylvania,3,98627,35491,700
1976,Pennsylvania,4,144890,69700,0
1976,Pennsylvania,5,81299,119682,0
1976,Pennsylvania,6,133624,46103,1271
1976,Pennsylvania,7,109436,92788,127
1976,Pennsylvania,8,93855,92543,3225
1976,Pennsylvania,9,0,154359,0
1976,Pennsylvania,10,74925,125218,0
1976,Pennsylvania,11,130175,53621,0
1976,Pennsylvania,12,122504,58489,0
1976,Pennsylvania,13,75435,130705,0
1976,Pennsylvania,14,114472,43308,1864
1976,Pennsylvania,15,108844,57616,430
1976,Pennsylvania,16,57836,97527,1092
1976,Pennsylvania,17,86158,82370,1336
1976,Pennsylvania,18,113787,77594,0
1976,Pennsylvania,19,51686,124098,0
1976,Pennsylvania,20,134961,44432,662
1976,Pennsylvania,21,99160,67763,0
1976,Pennsylvania,22,97036,77030,1350
1976,Pennsylvania,23,95821,73641,0
1976,Pennsylvania,24,79937,101048,0
1976,Pennsylvania,25,78857,103632,0
1976,Rhode Island,1,116674,68080,2248
1976,Rhode Island,2,154453,45438,2021
1976,South Carolina,1,89891,40598,14
1976,South Carolina,2,60602,83426,967
1976,South Carolina,3,117740,0,115
1976,South Carolina,4,91721,32983,61
1976,South Carolina,5,66073,62095,342
1976,South Carolina,6,75916,60288,692
1976,South Dakota,1,29533,121587,1282
1976,South Dakota,2,42968,99601,0
1976,Tennessee,1,69507,97781,1446
1976,Tennessee,2,69449,117256,2
1976,Tennessee,3,123872,57116,2581
1976,Tennessee,4,115392,0,7331
1976,Tennessee,5,125830,0,10321
1976,Tennessee,6,64462,116905,8
1976,Tennessee,7,105832,0,15
1976,Tennessee,8,100683,63819,1452
1976,Texas,1,135384,26334,27
1976,Texas,2,133910,0,7061
1976,Texas,3,60070,171343,17
1976,Texas,4,105394,62641,3
1976,Texas,5,67871,56056,1851
1976,Texas,6,119025,60316,1208
1976,Texas,7,0,193127,0
1976,Texas,8,84404,54566,193
1976,Texas,9,112945,0,71
1976,Texas,10,160683,48482,7
1976,Texas,11,92142,68373,48
1976,Texas,12,101814,31941,504
1976,Texas,13,101798,69328,556
1976,Texas,14,93589,58788,39
1976,Texas,15,102837,35446,2
1976,Texas,16,71876,52499,73
1976,Texas,17,127613,0,70
1976,Texas,18,93953,15381,542
1976,Texas,19,87908,72991,2
1976,Texas,20,90173,0,8
1976,Texas,21,149395,56211,4709
1976,Texas,22,96535,96267,0
1976,Texas,23,96481,0,43
1976,Texas,24,82743,47075,713
1976,Utah,1,155631,106542,5358
1976,Utah,2,110931,144861,20508
1976,Vermont,1,60202,124458,123
1976,Virginia,1,70159,71789,5902
1976,Virginia,2,41464,79381,2
1976,Virginia,3,129066,0,17722
1976,Virginia,4,65982,74495,3
1976,Virginia,5,101038,0,41
1976,Virginia,6,0,90830,55146
1976,Virginia,7,0,115508,25974
1976,Virginia,8,83245,68729,9353
1976,Virginia,9,71439,96052,13
1976,Virginia,10,103689,73616,12184
1976,Washington,1,58006,161354,5201
1976,Washington,2,107328,106786,3744
1976,Washington,3,145198,57517,2357
1976,Washington,4,115364,81813,2487
1976,Washington,5,120415,84262,2894
1976,Washington,6,137964,47539,2251
1976,Washington,7,133673,46448,3001
1976,West Virginia,1,108103,78159,1
1976,West Virginia,2,136749,50079,4
1976,West Virginia,3,128086,0,393
1976,West Virginia,4,73626,28825,59069
1976,Wisconsin,1,136162,71427,2218
1976,Wisconsin,2,155158,81350,37
1976,Wisconsin,3,139083,100218,10
1976,Wisconsin,4,172166,0,77
1976,Wisconsin,5,134935,36413,2163
1976,Wisconsin,6,80715,139541,15
1976,Wisconsin,7,171366,60952,1619
1976,Wisconsin,8,115996,107048,5062
1976,Wisconsin,9,84706,163791,27
1976,Wyoming,1,85721,66147,0
1978,Alabama,1,40450,71711,0
1978,Alabama,2,49341,57924,0
1978,Alabama,3,74895,0,2
1978,Alabama,4,87380,0,1
1978,Alabama,5,68985,0,2251
1978,Alabama,6,40771,65700,0
1978,Alabama,7,77742,1841,3285
1978,Alaska,1,55176,68811,200
1978,Arizona,1,33178,81108,0
1978,Arizona,2,67878,58697,2622
1978,Arizona,3,111850,0,19813
1978,Arizona,4,48661,90768,4407
