"year","state","pop","dem","total","ecvotes","dlag","dlag2","house"
1896,"Florida",391422,0.743542016615971,44054,4,1,0.531254180602007,2
1896,"Georgia",1837353,0.612506524008351,153280,13,0.727821696447648,0.660759405318629,11
1896,"Hawaii",NA,NA,NA,NA,NA,NA,NA
1896,"Idaho",88548,0.785595436177799,29449,3,0,NA,1
1896,"Illinois",3826351,0.434039653486436,1072743,24,0.516348118691472,0.48067310947647,22
1896,"Indiana",2192404,0.485555204210212,629327,15,0.50687270307029,0.506738449701547,13
1896,"Iowa",1912297,0.436113395993248,513034,13,0.471852307514862,0.47359410264286,11
1896,"Kansas",1428108,0.518624252311039,331020,10,0,0.36858075227572,8
1896,"Kentucky",1858635,0.499682386800133,436065,13,0.564322999585106,0.563079097813003,11
1896,"Louisiana",1118587,0.777879691972745,99212,8,0.765312606080652,0.574567885369145,6
1896,"Maine",661086,0.3007826767545,114990,6,0.432932378249313,0.419337460802444,4
1896,"Maryland",1042390,0.431962307504075,241109,8,0.551136968664389,0.530441258611059,6
1896,"Massachusetts",2238943,0.274797432718028,384687,15,0.465754543275373,0.454711679971458,13
1896,"Michigan",2093889,0.447059577532224,530502,14,0.47515624558129,0.495670497081381,12
1896,"Minnesota",1310283,0.419324926929102,333238,9,0.451053217307357,0.385502063273728,7
1896,"Mississippi",1289600,0.929313227916801,68174,9,0.966254706961475,0.643419395465995,7
1896,"Missouri",2679184,0.54391742832486,668607,17,0.541078851558122,0.537510475878152,15
1896,"Montana",142924,0.802228202570713,53137,3,0.483848910040754,NA,1
1896,"Nebraska",1062656,0.52738328342604,218071,8,0.222395591854203,0.414240344851222,6
1896,"Nevada",47355,0.812100058173357,10314,3,0.202553191489362,0.436770808863832,1
1896,"New Hampshire",376530,0.273724934887602,79094,4,0.47961567831865,0.475403871343327,2
1896,"New Jersey",1444933,0.376361793767418,355230,10,0.522870582913313,0.508673051051195,8
1896,"New Mexico",NA,NA,NA,NA,NA,NA,NA
1896,"New York",6003174,0.402104860899922,1371207,36,0.518002433124667,0.500510594502644,34
1896,"North Carolina",1617947,0.529262889569994,329530,11,0.569878738260672,0.533374887095691,9
1896,"North Dakota",190983,0.439931094617299,47021,3,0,NA,1
1896,"Ohio",3672316,0.475837279568864,1003488,23,0.499337700882983,0.479305327436807,21
1896,"Oklahoma",NA,NA,NA,NA,NA,NA,NA
1896,"Oregon",317704,0.489321384451098,95518,4,0.289227332724134,0.478081765894606,2
1896,"Pennsylvania",5258014,0.372981107644413,1161528,32,0.467082182231288,0.450653920597896,30
1896,"Rhode Island",345506,0.278614922151996,51896,4,0.474284266531543,0.394354094395468,2
1896,"South Carolina",1151149,0.863273335878087,68114,9,0.803822124219037,0.762708162708163,7
1896,"South Dakota",348600,0.501112232122236,82267,4,0.206531874729923,NA,2
1896,"Tennessee",1767518,0.529262215411697,315851,12,0.575802198265859,0.518747745966006,10
1896,"Texas",2235523,0.688597909858464,537954,15,0.746656176239182,0.707517663683467,13
1896,"Utah",210779,0.827255499500627,78098,3,NA,NA,1
1896,"Vermont",332422,0.172260268428125,61767,4,0.300550472227848,0.304881695839564,2
1896,"Virginia",1655980,0.533315867308773,290087,12,0.592048594328257,0.510768939114683,10
1896,"Washington",357232,0.576573263975256,92467,4,0.449760043463825,NA,2
1896,"West Virginia",762794,0.472733276960257,199859,6,0.512670021061065,0.516160942280706,4
1896,"Wisconsin",1693330,0.38169017981912,433658,12,0.508931595231125,0.476133659310506,10
1896,"Wyoming",60705,0.518845841494291,20933,3,0,NA,1
1900,"Alabama",1513017,0.635906534591236,152741,11,0.700636120685483,0.672321208543707,9
1900,"Alaska",NA,NA,NA,NA,NA,NA,NA
1900,"Arizona",NA,NA,NA,NA,NA,NA,NA
1900,"Arkansas",1128211,0.644280700639977,125942,8,0.745879483792298,0.590217674571715,6
1900,"California",1213398,0.431369503692966,289740,9,0.496702738682605,0.485390339936919,7
1900,"Colorado",413249,0.56872176270244,215805,4,0.859720412652983,0.42514237836981,2
1900,"Connecticut",746258,0.419138550054931,176586,6,0.339709624307738,0.501123715753425,4
1900,"D. C.",NA,NA,NA,NA,NA,NA,NA
1900,"Delaware",168493,0.455505351922101,41387,3,0.447655574762316,0.558983789674431,1
1900,"Florida",391422,0.79356124396542,35628,4,0.743542016615971,0.598568531912962,2
1900,"Georgia",1837353,0.703222453222453,115440,13,0.612506524008351,0.712756752156151,11
1900,"Hawaii",NA,NA,NA,NA,NA,NA,NA
1900,"Idaho",88548,0.519571822228503,56612,3,0.785595436177799,NA,1
1900,"Illinois",3826351,0.4568937174287,1101046,24,0.434039653486436,0.484611018521868,22
1900,"Indiana",2192404,0.479494212781907,645647,15,0.485555204210212,0.497761139949731,13
1900,"Iowa",1912297,0.404710746838454,517073,13,0.436113395993248,0.459479411464187,11
1900,"Kansas",1428108,0.466498927001687,348556,10,0.518624252311039,0.359689689093958,8
1900,"Kentucky",1858635,0.50864668648244,462258,13,0.499682386800133,0.542322579122513,11
1900,"Louisiana",1118587,0.790374363052635,67902,8,0.777879691972745,0.734985997303184,6
1900,"Maine",661086,0.360173719114972,102234,6,0.3007826767545,0.406370267789569,4
1900,"Maryland",1042390,0.473015172798087,258423,8,0.431962307504075,0.515040693782921,6
1900,"Massachusetts",2238943,0.39659427630266,395863,15,0.274797432718028,0.451857327665866,13
1900,"Michigan",2093889,0.400953492160302,527954,14,0.447059577532224,0.47452740432494,12
1900,"Minnesota",1310283,0.372165927176113,303362,9,0.419324926929102,0.422821891063161,7
1900,"Mississippi",1289600,0.900597425670144,57413,9,0.929313227916801,0.739540962041092,7
1900,"Missouri",2679184,0.528400303897516,666014,17,0.54391742832486,0.525784080530716,15
1900,"Montana",142924,0.594882015306123,62720,3,0.802228202570713,NA,1
1900,"Nebraska",1062656,0.48341728570944,235848,8,0.52738328342604,0.426252930250771,6
1900,"Nevada",47355,0.622499019223225,10196,3,0.812100058173357,0.420773065293781,1
1900,"New Hampshire",376530,0.393064416090732,90288,4,0.273724934887602,0.487262289199856,2
1900,"New Jersey",1444933,0.426448337312128,386633,10,0.376361793767418,0.512079711222572,8
1900,"New Mexico",NA,NA,NA,NA,NA,NA,NA
1900,"New York",6003174,0.452164814475416,1500475,36,0.402104860899922,0.494413058198574,34
1900,"North Carolina",1617947,0.542541189419737,290730,11,0.529262889569994,0.523202422475821,9
1900,"North Dakota",190983,0.363837743004484,56429,3,0.439931094617299,NA,1
1900,"Ohio",3672316,0.466118963486455,1018800,23,0.475837279568864,0.487939210519514,21
1900,"Oklahoma",NA,NA,NA,NA,NA,NA,NA
1900,"Oregon",317704,0.415411106328024,78982,4,0.489321384451098,0.443415311052781,2
1900,"Pennsylvania",5258014,0.373149018776547,1136897,32,0.372981107644413,0.459156965387921,30
1900,"Rhode Island",345506,0.369654451824763,53596,4,0.278614922151996,0.443808704017823,2
1900,"South Carolina",1151149,0.92956388254743,50812,9,0.863273335878087,0.827350427350427,7
1900,"South Dakota",348600,0.420349937283415,94074,4,0.501112232122236,NA,2
1900,"Tennessee",1767518,0.541237497577772,268348,12,0.529262215411697,0.533124829933115,10
1900,"Texas",2235523,0.671816475872516,398073,15,0.688597909858464,0.726505930932092,13
1900,"Utah",210779,0.488425850561615,92145,3,0.827255499500627,NA,1
1900,"Vermont",332422,0.231856075643293,55418,4,0.172260268428125,0.270861568247822,2
1900,"Virginia",1655980,0.557877088998197,261848,12,0.533315867308773,0.502653743514449,10
1900,"Washington",357232,0.438297373129075,102289,4,0.576573263975256,NA,2
1900,"West Virginia",762794,0.451924660165755,218636,6,0.472733276960257,0.501613026624503,4
1900,"Wisconsin",1693330,0.374569039567169,424923,12,0.38169017981912,0.467869252678693,10
1900,"Wyoming",60705,0.412399578024832,24646,3,0.518845841494291,NA,1
1904,"Alabama",1828697,0.780394609543727,102329,11,0.635906534591236,0.937659093531724,9
1904,"Alaska",NA,NA,NA,NA,NA,NA,NA
1904,"Arizona",NA,NA,NA,NA,NA,NA,NA
1904,"Arkansas",1311564,0.578953043290743,111294,9,0.644280700639977,0.651075563725854,7
1904,"California",1485053,0.303444998812069,294630,10,0.431369503692966,0.500311175651246,8
1904,"Colorado",539700,0.42640331223431,234766,5,0.56872176270244,0,3
1904,"Connecticut",908420,0.396248872270351,183998,7,0.419138550054931,0.516819610229133,5
1904,"D. C.",NA,NA,NA,NA,NA,NA,NA
1904,"Delaware",184735,0.449386788070241,43052,3,0.455505351922101,0.506874352119592,1
1904,"Florida",528542,0.76487556561086,35360,5,0.79356124396542,1,3
1904,"Georgia",2216331,0.776644645017214,107470,13,0.703222453222453,0.727821696447648,11
1904,"Hawaii",NA,NA,NA,NA,NA,NA,NA
1904,"Idaho",161772,0.278888670902314,66263,3,0.519571822228503,0,1
1904,"Illinois",4821550,0.341167049031972,960251,27,0.4568937174287,0.516348118691472,25
1904,"Indiana",2516462,0.426907073077366,642634,15,0.479494212781907,0.50687270307029,13
1904,"Iowa",2231853,0.326333416405427,457434,13,0.404710746838454,0.471852307514862,11
1904,"Kansas",1470495,0.288083067840296,299129,10,0.466498927001687,0,8
1904,"Kentucky",2147174,0.513857373049994,422627,13,0.50864668648244,0.564322999585106,11
1904,"Louisiana",1381625,0.901630979154461,52913,9,0.790374363052635,0.765312606080652,7
1904,"Maine",694466,0.296989492231987,93074,6,0.360173719114972,0.432932378249313,4
1904,"Maryland",1188044,0.499883531330072,218943,8,0.473015172798087,0.551136968664389,6
1904,"Massachusetts",2805346,0.391309069618101,423568,16,0.39659427630266,0.465754543275373,14
1904,"Michigan",2420982,0.270595124603027,500349,14,0.400953492160302,0.47515624558129,12
1904,"Minnesota",1751394,0.203014295278806,271838,11,0.372165927176113,0.451053217307357,9
1904,"Mississippi",1551270,0.942212825933756,56760,10,0.900597425670144,0.966254706961475,8
1904,"Missouri",3106665,0.479654753213621,617761,18,0.528400303897516,0.541078851558122,16
1904,"Montana",243329,0.383969667577815,56705,3,0.594882015306123,0.483848910040754,1
1904,"Nebraska",1066300,0.276380177460714,191479,8,0.48341728570944,0.222395591854203,6
1904,"Nevada",42335,0.367139959432049,10846,3,0.622499019223225,0.202553191489362,1
1904,"New Hampshire",411588,0.38616453415234,88237,4,0.393064416090732,0.47961567831865,2
1904,"New Jersey",1883669,0.401644985722305,409730,12,0.426448337312128,0.522870582913313,10
1904,"New Mexico",NA,NA,NA,NA,NA,NA,NA
1904,"New York",7268894,0.443132359019743,1543514,39,0.452164814475416,0.518002433124667,37
1904,"North Carolina",1893810,0.600828923222923,206533,12,0.542541189419737,0.569878738260672,10
1904,"North Dakota",319146,0.213450379852844,66868,4,0.363837743004484,0,2
1904,"Ohio",4157545,0.364823570629434,944769,23,0.466118963486455,0.499337700882983,21
1904,"Oklahoma",NA,NA,NA,NA,NA,NA,NA
1904,"Oregon",413536,0.224697342772135,77976,4,0.415411106328024,0.289227332724134,2
1904,"Pennsylvania",6302115,0.286694821734989,1178947,34,0.373149018776547,0.467082182231288,32
1904,"Rhode Island",428556,0.373833604238155,66444,4,0.369654451824763,0.474284266531543,2
1904,"South Carolina",1340316,0.953662209481648,55117,9,0.92956388254743,0.803822124219037,7
1904,"South Dakota",401570,0.233583549525794,94052,4,0.420349937283415,0.206531874729923,2
1904,"Tennessee",2020616,0.555460390859689,237016,12,0.541237497577772,0.575802198265859,10
1904,"Texas",3048710,0.765420569304438,218442,18,0.671816475872516,0.746656176239182,16
1904,"Utah",276749,0.348564036762328,95859,3,0.488425850561615,NA,1
1904,"Vermont",343641,0.194621387053109,50236,4,0.231856075643293,0.300550472227848,2
1904,"Virginia",1854184,0.62601588151736,128829,12,0.557877088998197,0.592048594328257,10
1904,"Washington",518103,0.216742004659128,129638,5,0.438297373129075,0.449760043463825,3
1904,"West Virginia",958800,0.431973444694293,233475,7,0.451924660165755,0.512670021061065,5
1904,"Wisconsin",2069042,0.307042915059824,404520,13,0.374569039567169,0.508931595231125,11
1904,"Wyoming",92531,0.303545327849349,29419,3,0.412399578024832,0,1
1908,"Alabama",1828697,0.745633910131735,99746,11,0.780394609543727,0.700636120685483,9
1908,"Alaska",NA,NA,NA,NA,NA,NA,NA
1908,"Arizona",NA,NA,NA,NA,NA,NA,NA
1908,"Arkansas",1311564,0.605789513989933,143639,9,0.578953043290743,0.745879483792298,7
1908,"California",1485053,0.372903565474275,341890,10,0.303444998812069,0.496702738682605,8
1908,"Colorado",539700,0.505894054814111,250337,5,0.42640331223431,0.859720412652983,3
1908,"Connecticut",908420,0.376745598057073,181170,7,0.396248872270351,0.339709624307738,5
1908,"D. C.",NA,NA,NA,NA,NA,NA,NA
1908,"Delaware",184735,0.468567422294929,47069,3,0.449386788070241,0.447655574762316,1
1908,"Florida",528542,0.744863259734662,41758,5,0.76487556561086,0.743542016615971,3
1908,"Georgia",2216331,0.636295677410844,113705,13,0.776644645017214,0.612506524008351,11
1908,"Hawaii",NA,NA,NA,NA,NA,NA,NA
1908,"Idaho",161772,0.407307705303943,88783,3,0.278888670902314,0.785595436177799,1
1908,"Illinois",4821550,0.417130082850486,1080742,27,0.341167049031972,0.434039653486436,25
1908,"Indiana",2516462,0.492192854180763,687255,15,0.426907073077366,0.485555204210212,13
1908,"Iowa",2231853,0.421805538047817,475980,13,0.326333416405427,0.436113395993248,11
1908,"Kansas",1470495,0.449770523819488,358425,10,0.288083067840296,0.518624252311039,8
1908,"Kentucky",2147174,0.508733792827473,479803,13,0.513857373049994,0.499682386800133,11
1908,"Louisiana",1381625,0.87648567410308,72526,9,0.901630979154461,0.777879691972745,7
1908,"Maine",694466,0.345766188104307,102390,6,0.296989492231987,0.3007826767545,4
1908,"Maryland",1188044,0.498698482495127,232421,8,0.499883531330072,0.431962307504075,6
1908,"Massachusetts",2805346,0.36901465923622,421509,16,0.391309069618101,0.274797432718028,14
1908,"Michigan",2420982,0.34373844971458,511351,14,0.270595124603027,0.447059577532224,12
1908,"Minnesota",1751394,0.358405079215316,305244,11,0.203014295278806,0.419324926929102,9
1908,"Mississippi",1551270,0.932513534416087,64650,10,0.942212825933756,0.929313227916801,8
1908,"Missouri",3106665,0.499546684309223,693777,18,0.479654753213621,0.54391742832486,16
1908,"Montana",243329,0.475615887380593,61659,3,0.383969667577815,0.802228202570713,1
1908,"Nebraska",1066300,0.507946655508028,258096,8,0.276380177460714,0.52738328342604,6
1908,"Nevada",42335,0.50993769045345,21987,3,0.367139959432049,0.812100058173357,1
1908,"New Hampshire",411588,0.387712547808857,86804,4,0.38616453415234,0.273724934887602,2
1908,"New Jersey",1883669,0.407612978992751,447893,12,0.401644985722305,0.376361793767418,10
1908,"New Mexico",NA,NA,NA,NA,NA,NA,NA
1908,"New York",7268894,0.434114799113908,1537538,39,0.443132359019743,0.402104860899922,37
1908,"North Carolina",1893810,0.543764271389711,251815,12,0.600828923222923,0.529262889569994,10
1908,"North Dakota",319146,0.363109368961519,90565,4,0.213450379852844,0.439931094617299,2
1908,"Ohio",4157545,0.467633086612225,1075033,23,0.364823570629434,0.475837279568864,21
1908,"Oklahoma",402057,0.525530736094349,232837,7,NA,NA,5
1908,"Oregon",413536,0.378299645055131,100579,4,0.224697342772135,0.489321384451098,2
1908,"Pennsylvania",6302115,0.375687804976054,1194561,34,0.286694821734989,0.372981107644413,32
1908,"Rhode Island",428556,0.359893951753875,68648,4,0.373833604238155,0.278614922151996,2
1908,"South Carolina",1340316,0.94043754623828,66233,9,0.953662209481648,0.863273335878087,7
1908,"South Dakota",401570,0.373518116547003,107802,4,0.233583549525794,0.501112232122236,2
1908,"Tennessee",2020616,0.534763491531439,253585,12,0.555460390859689,0.529262215411697,10
1908,"Texas",3048710,0.767938424132764,282968,18,0.765420569304438,0.688597909858464,16
1908,"Utah",276749,0.411091489833927,103629,3,0.348564036762328,0.827255499500627,1
1908,"Vermont",343641,0.225199811941702,51048,4,0.194621387053109,0.172260268428125,2
1908,"Virginia",1854184,0.612066293776472,135518,12,0.62601588151736,0.533315867308773,10
1908,"Washington",518103,0.35623630525696,164753,5,0.216742004659128,0.576573263975256,3
1908,"West Virginia",958800,0.446946691965486,249287,7,0.431973444694293,0.472733276960257,5
1908,"Wisconsin",2069042,0.40216790658504,414409,13,0.307042915059824,0.38169017981912,11
1908,"Wyoming",92531,0.417123364276927,35764,3,0.303545327849349,0.518845841494291,1
1912,"Alabama",2138093,0.894558081493137,92155,12,0.745633910131735,0.635906534591236,10
1912,"Alaska",NA,NA,NA,NA,NA,NA,NA
1912,"Arizona",204354,0.77362307980517,13345,3,NA,NA,1
1912,"Arkansas",1574449,0.72896958654223,94399,9,0.605789513989933,0.644280700639977,7
1912,"California",2377549,0.986378980337567,287350,13,0.372903565474275,0.431369503692966,11
1912,"Colorado",799024,0.66176180931305,172618,6,0.505894054814111,0.56872176270244,4
1912,"Connecticut",1114756,0.521825244077405,142885,7,0.376745598057073,0.419138550054931,5
1912,"D. C.",NA,NA,NA,NA,NA,NA,NA
1912,"Delaware",202322,0.585855186517901,38629,3,0.468567422294929,0.455505351922101,1
1912,"Florida",752619,0.89200444197668,39622,6,0.744863259734662,0.79356124396542,4
1912,"Georgia",2609121,0.94718044730255,98278,14,0.636295677410844,0.703222453222453,12
1912,"Hawaii",NA,NA,NA,NA,NA,NA,NA
1912,"Idaho",325594,0.508324466889452,66731,4,0.407307705303943,0.519571822228503,2
1912,"Illinois",5638591,0.614975381125682,658641,29,0.417130082850486,0.4568937174287,27
1912,"Indiana",2700876,0.650780202097623,433157,15,0.492192854180763,0.479494212781907,13
1912,"Iowa",2224771,0.607364074328975,305130,13,0.421805538047817,0.404710746838454,11
1912,"Kansas",1690949,0.657472495286214,218508,10,0.449770523819488,0.466498927001687,8
1912,"Kentucky",2289905,0.65518785411082,334994,13,0.508733792827473,0.50864668648244,11
1912,"Louisiana",1656388,0.940761003956479,64704,10,0.87648567410308,0.790374363052635,8
1912,"Maine",742371,0.658180741198589,77658,6,0.345766188104307,0.360173719114972,4
1912,"Maryland",1295346,0.672158921434111,167630,8,0.498698482495127,0.473015172798087,6
1912,"Massachusetts",3366416,0.526506272847618,329356,18,0.36901465923622,0.39659427630266,16
1912,"Michigan",2810173,0.497536262974637,302995,15,0.34373844971458,0.400953492160302,13
1912,"Minnesota",2075708,0.623249004450691,170760,12,0.358405079215316,0.372165927176113,10
1912,"Mississippi",1797114,0.973507234562869,58884,10,0.932513534416087,0.900597425670144,8
1912,"Missouri",3293335,0.614122291191254,538567,18,0.499546684309223,0.528400303897516,16
1912,"Montana",376053,0.60148967773879,46453,4,0.475615887380593,0.594882015306123,2
1912,"Nebraska",1192214,0.667802051043288,163234,8,0.507946655508028,0.48341728570944,6
1912,"Nevada",81875,0.714183509211232,11182,3,0.50993769045345,0.622499019223225,1
1912,"New Hampshire",430572,0.513281400127123,67651,4,0.387712547808857,0.393064416090732,2
1912,"New Jersey",2537167,0.667439091957293,267124,14,0.407612978992751,0.426448337312128,12
1912,"New Mexico",327301,0.535420487293686,38170,3,NA,NA,1
1912,"New York",9113614,0.590042841970731,1111060,45,0.434114799113908,0.452164814475416,43
1912,"North Carolina",2206287,0.832193082478145,173646,12,0.543764271389711,0.542541189419737,10
1912,"North Dakota",577056,0.561401842530155,52645,5,0.363109368961519,0.363837743004484,3
1912,"Ohio",4767121,0.604314070230241,703002,24,0.467633086612225,0.466118963486455,22
1912,"Oklahoma",1657155,0.567566280210725,209942,10,0.525530736094349,NA,8
1912,"Oregon",672765,0.575797986224109,81737,5,0.378299645055131,0.415411106328024,3
1912,"Pennsylvania",7665111,0.591388302189696,668997,38,0.375687804976054,0.373149018776547,36
1912,"Rhode Island",542610,0.523307235653446,58115,5,0.359893951753875,0.369654451824763,3
1912,"South Carolina",1515400,0.989037285500992,48893,9,0.94043754623828,0.92956388254743,7
1912,"South Dakota",583888,1,48942,5,0.373518116547003,0.420349937283415,3
1912,"Tennessee",2184789,0.687461239508827,193496,12,0.534763491531439,0.541237497577772,10
1912,"Texas",3896542,0.884968490317274,248019,20,0.767938424132764,0.671816475872516,18
1912,"Utah",373351,0.464914399013714,78679,4,0.411091489833927,0.488425850561615,2
1912,"Vermont",355956,0.396887763015044,38686,4,0.225199811941702,0.231856075643293,2
1912,"Virginia",2061612,0.795036085196268,113620,12,0.612066293776472,0.557877088998197,10
1912,"Washington",1141990,0.552118765298662,157285,7,0.35623630525696,0.438297373129075,5
1912,"West Virginia",1221119,0.666056686927408,169951,8,0.446946691965486,0.451924660165755,6
1912,"Wisconsin",2333860,0.557040423843216,294826,13,0.40216790658504,0.374569039567169,11
1912,"Wyoming",145965,0.512554402410445,29870,3,0.417123364276927,0.412399578024832,1
1916,"Alabama",2138093,0.776202262807349,128071,12,0.894558081493137,0.780394609543727,10
1916,"Alaska",NA,NA,NA,NA,NA,NA,NA
1916,"Arizona",204354,0.617759898685142,53694,3,0.77362307980517,NA,1
1916,"Arkansas",1574449,0.696573344093364,161090,9,0.72896958654223,0.578953043290743,7
1916,"California",2377549,0.502031104483718,928805,13,0.986378980337567,0.303444998812069,11
1916,"Colorado",799024,0.636075183904611,281124,6,0.66176180931305,0.42640331223431,4
1916,"Connecticut",1114756,0.483693650024237,206300,7,0.521825244077405,0.396248872270351,5
1916,"D. C.",NA,NA,NA,NA,NA,NA,NA
1916,"Delaware",202322,0.487609329446064,50764,3,0.585855186517901,0.449386788070241,1
1916,"Florida",752619,0.793030667894327,70595,6,0.89200444197668,0.76487556561086,4
1916,"Georgia",2609121,0.918776249928082,139048,14,0.94718044730255,0.776644645017214,12
1916,"Hawaii",NA,NA,NA,NA,NA,NA,NA
1916,"Idaho",325594,0.558546347530736,125422,4,0.508324466889452,0.278888670902314,2
1916,"Illinois",5638591,0.451892211160665,2102778,29,0.614975381125682,0.341167049031972,27
1916,"Indiana",2700876,0.494858295756872,675068,15,0.650780202097623,0.426907073077366,13
1916,"Iowa",2224771,0.441510102800425,502138,13,0.607364074328975,0.326333416405427,11
1916,"Kansas",1690949,0.531177922687532,592246,10,0.657472495286214,0.288083067840296,8
1916,"Kentucky",2289905,0.527484936816686,511844,13,0.65518785411082,0.513857373049994,11
1916,"Louisiana",1656388,0.925110897487868,86341,10,0.940761003956479,0.901630979154461,8
1916,"Maine",742371,0.479500677694491,133541,6,0.658180741198589,0.296989492231987,4
1916,"Maryland",1295346,0.541086247487349,255706,8,0.672158921434111,0.499883531330072,6
1916,"Massachusetts",3366416,0.479784314408587,516678,18,0.526506272847618,0.391309069618101,16
1916,"Michigan",2810173,0.458200718357747,625872,15,0.497536262974637,0.270595124603027,13
1916,"Minnesota",2075708,0.499453576287441,358696,12,0.623249004450691,0.203014295278806,10
1916,"Mississippi",1797114,0.949772660171243,84675,10,0.973507234562869,0.942212825933756,8
1916,"Missouri",3293335,0.518695650474151,767371,18,0.614122291191254,0.479654753213621,16
1916,"Montana",376053,0.602235822016173,167813,4,0.60148967773879,0.383969667577815,2
1916,"Nebraska",1192214,0.574216010238686,276598,8,0.667802051043288,0.276380177460714,6
1916,"Nevada",81875,0.594455405812126,29903,3,0.714183509211232,0.367139959432049,1
1916,"New Hampshire",430572,0.500319978058647,87506,4,0.513281400127123,0.38616453415234,2
1916,"New Jersey",2537167,0.439620833333333,480000,14,0.667439091957293,0.401644985722305,12
1916,"New Mexico",327301,0.518359900431361,64679,3,0.535420487293686,NA,1
1916,"New York",9113614,0.463442169962848,1638664,45,0.590042841970731,0.443132359019743,43
1916,"North Carolina",2206287,0.582090274584908,289273,12,0.832193082478145,0.600828923222923,10
1916,"North Dakota",577056,0.507982369774653,108677,5,0.561401842530155,0.213450379852844,3
1916,"Ohio",4767121,0.539953025880452,1118914,24,0.604314070230241,0.364823570629434,22
1916,"Oklahoma",1657155,0.603690298598714,245346,10,0.567566280210725,NA,8
1916,"Oregon",672765,0.486379100850547,246900,5,0.575797986224109,0.224697342772135,3
1916,"Pennsylvania",7665111,0.425735166329827,1225607,38,0.591388302189696,0.286694821734989,36
1916,"Rhode Island",542610,0.473818796039976,85252,5,0.523307235653446,0.373833604238155,3
1916,"South Carolina",1515400,0.975550507918481,63396,9,0.989037285500992,0.953662209481648,7
1916,"South Dakota",583888,0.47963665240503,123408,5,1,0.233583549525794,3
1916,"Tennessee",2184789,0.568750626152585,269503,12,0.687461239508827,0.555460390859689,10
1916,"Texas",3896542,0.815087919934682,351513,20,0.884968490317274,0.765420569304438,18
1916,"Utah",373351,0.608502914334476,138282,4,0.464914399013714,0.348564036762328,2
1916,"Vermont",355956,0.360684901045141,62958,4,0.396887763015044,0.194621387053109,2
1916,"Virginia",2061612,0.675673544486792,152180,12,0.795036085196268,0.62601588151736,10
1916,"Washington",1141990,0.523074992298828,350596,7,0.552118765298662,0.216742004659128,5
1916,"West Virginia",1221119,0.495201515199611,283527,8,0.666056686927408,0.431973444694293,6
1916,"Wisconsin",2333860,0.464264832538787,412185,13,0.557040423843216,0.307042915059824,11
1916,"Wyoming",145965,0.56616147478706,50014,3,0.512554402410445,0.303545327849349,1
1920,"Alabama",2138093,0.624385084134101,257149,12,0.776202262807349,0.745633910131735,10
1920,"Alaska",NA,NA,NA,NA,NA,NA,NA
1920,"Arizona",204354,0.443886902436826,66562,3,0.617759898685142,NA,1
1920,"Arkansas",1574449,0.60164345809574,178526,9,0.696573344093364,0.605789513989933,7
1920,"California",2377549,0.268316040005479,854183,13,0.502031104483718,0.372903565474275,11
1920,"Colorado",799024,0.377217956460472,278184,6,0.636075183904611,0.505894054814111,4
1920,"Connecticut",1114756,0.344957552170397,349959,7,0.483693650024237,0.376745598057073,5
1920,"D. C.",NA,NA,NA,NA,NA,NA,NA
1920,"Delaware",202322,0.430219146482122,92769,3,0.487609329446064,0.468567422294929,1
1920,"Florida",752619,0.66865876721234,135368,6,0.793030667894327,0.744863259734662,4
1920,"Georgia",2609121,0.722841667172565,148251,14,0.918776249928082,0.636295677410844,12
1920,"Hawaii",NA,NA,NA,NA,NA,NA,NA
1920,"Idaho",325594,0.343619516945276,135554,4,0.558546347530736,0.407307705303943,2
1920,"Illinois",5638591,0.273365304687,1954875,29,0.451892211160665,0.417130082850486,27
1920,"Indiana",2700876,0.423407803373922,1207734,15,0.494858295756872,0.492192854180763,13
1920,"Iowa",2224771,0.264227128606125,862595,13,0.441510102800425,0.421805538047817,11
1920,"Kansas",1690949,0.334330811995702,554732,10,0.531177922687532,0.449770523819488,8
1920,"Kentucky",2289905,0.502209626866246,908977,13,0.527484936816686,0.508733792827473,11
1920,"Louisiana",1656388,0.694281158523525,126057,10,0.925110897487868,0.87648567410308,8
1920,"Maine",742371,0.301874910401606,195316,6,0.479500677694491,0.345766188104307,4
1920,"Maryland",1295346,0.433422996906967,416743,8,0.541086247487349,0.498698482495127,6
1920,"Massachusetts",3366416,0.288868542267843,957844,18,0.479784314408587,0.36901465923622,16
1920,"Michigan",2810173,0.234313445044991,996315,15,0.458200718357747,0.34373844971458,13
1920,"Minnesota",2075708,0.215867696232724,662415,12,0.499453576287441,0.358405079215316,10
1920,"Mississippi",1797114,0.856826586521218,80853,10,0.949772660171243,0.932513534416087,8
1920,"Missouri",3293335,0.441487110597015,1301961,18,0.518695650474151,0.499546684309223,16
1920,"Montana",376053,0.343952710399156,166802,4,0.602235822016173,0.475615887380593,2
1920,"Nebraska",1192214,0.325813252847951,367106,8,0.574216010238686,0.507946655508028,6
1920,"Nevada",81875,0.388906435057244,25330,3,0.594455405812126,0.50993769045345,1
1920,"New Hampshire",430572,0.39695169076005,157858,4,0.500319978058647,0.387712547808857,2
1920,"New Jersey",2537167,0.295806906272023,868428,14,0.439620833333333,0.407612978992751,12
1920,"New Mexico",327301,0.447431496999099,104302,3,0.518359900431361,NA,1
1920,"New York",9113614,0.294539483977748,2652405,45,0.463442169962848,0.434114799113908,43
